No.,Time,Source,Destination,Protocol,Length,Info
920,2.320514,192.168.1.2,91.108.23.100,HTTP,254,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
923,2.374347,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
925,2.37802,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
934,2.38857,192.168.1.2,91.108.23.100,HTTP,286,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
938,2.394657,192.168.1.2,91.108.23.100,HTTP,366,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
946,2.441342,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
950,2.450526,192.168.1.2,91.108.23.100,HTTP,318,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
952,2.454241,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
956,2.463626,192.168.1.2,91.108.23.100,HTTP,366,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
965,2.502145,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
966,2.515001,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
969,2.529675,192.168.1.2,91.108.23.100,HTTP,286,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
973,2.537527,192.168.1.2,91.108.23.100,HTTP,270,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
986,2.581689,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
987,2.588064,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
990,2.590505,192.168.1.2,91.108.23.100,HTTP,158,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
994,2.59763,192.168.1.2,91.108.23.100,HTTP,366,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1000,2.646892,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1001,2.651383,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1004,2.658618,192.168.1.2,91.108.23.100,HTTP,158,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1008,2.662478,192.168.1.2,91.108.23.100,HTTP,222,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1020,2.722031,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1021,2.722031,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1024,2.735739,192.168.1.2,91.108.23.100,HTTP,318,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1028,2.738628,192.168.1.2,91.108.23.100,HTTP,142,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1037,2.817091,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1038,2.817091,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1046,2.829573,192.168.1.2,91.108.23.100,HTTP,366,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1050,2.833673,192.168.1.2,91.108.23.100,HTTP,270,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1059,2.905795,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1060,2.905795,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
780,1.821334,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
783,1.832753,192.168.1.2,91.108.23.100,HTTP,302,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
787,1.842016,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
791,1.852216,192.168.1.2,91.108.23.100,HTTP,318,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
800,1.886062,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
803,1.896545,192.168.1.2,91.108.23.100,HTTP,254,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
809,1.903775,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
812,1.915606,192.168.1.2,91.108.23.100,HTTP,174,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
816,1.947436,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
819,1.957656,192.168.1.2,91.108.23.100,HTTP,382,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
821,1.967435,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
830,1.978427,192.168.1.2,91.108.23.100,HTTP,158,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
832,2.017795,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
835,2.027102,192.168.1.2,91.108.23.100,HTTP,318,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
837,2.028863,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
842,2.042094,192.168.1.2,91.108.23.100,HTTP,190,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
853,2.078474,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
856,2.089132,192.168.1.2,91.108.23.100,HTTP,206,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
858,2.097633,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
861,2.109115,192.168.1.2,91.108.23.100,HTTP,270,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
867,2.158127,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
868,2.16204,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
871,2.169297,192.168.1.2,91.108.23.100,HTTP,142,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
875,2.176069,192.168.1.2,91.108.23.100,HTTP,254,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
888,2.232407,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
889,2.232407,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
894,2.248243,192.168.1.2,91.108.23.100,HTTP,382,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
896,2.248812,192.168.1.2,91.108.23.100,HTTP,366,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
910,2.302606,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
911,2.302718,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
916,2.316868,192.168.1.2,91.108.23.100,HTTP,334,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
920,2.320514,192.168.1.2,91.108.23.100,HTTP,254,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
923,2.374347,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
925,2.37802,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
934,2.38857,192.168.1.2,91.108.23.100,HTTP,286,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
938,2.394657,192.168.1.2,91.108.23.100,HTTP,366,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
946,2.441342,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
950,2.450526,192.168.1.2,91.108.23.100,HTTP,318,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
952,2.454241,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
956,2.463626,192.168.1.2,91.108.23.100,HTTP,366,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
965,2.502145,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
966,2.515001,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
969,2.529675,192.168.1.2,91.108.23.100,HTTP,286,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
973,2.537527,192.168.1.2,91.108.23.100,HTTP,270,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
986,2.581689,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
987,2.588064,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
990,2.590505,192.168.1.2,91.108.23.100,HTTP,158,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
994,2.59763,192.168.1.2,91.108.23.100,HTTP,366,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1000,2.646892,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1001,2.651383,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1004,2.658618,192.168.1.2,91.108.23.100,HTTP,158,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1008,2.662478,192.168.1.2,91.108.23.100,HTTP,222,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1020,2.722031,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1021,2.722031,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1024,2.735739,192.168.1.2,91.108.23.100,HTTP,318,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1028,2.738628,192.168.1.2,91.108.23.100,HTTP,142,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1037,2.817091,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1038,2.817091,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1046,2.829573,192.168.1.2,91.108.23.100,HTTP,366,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1050,2.833673,192.168.1.2,91.108.23.100,HTTP,270,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1059,2.905795,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1060,2.905795,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1069,2.939055,192.168.1.2,91.108.23.100,HTTP,206,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1070,2.939089,192.168.1.2,91.108.23.100,HTTP,158,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1085,3.016846,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1086,3.019871,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1095,3.065171,192.168.1.2,91.108.23.100,HTTP,382,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1096,3.065209,192.168.1.2,91.108.23.100,HTTP,382,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1110,3.125005,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1111,3.125005,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1114,3.135615,192.168.1.2,91.108.23.100,HTTP,254,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1118,3.141553,192.168.1.2,91.108.23.100,HTTP,206,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1127,3.192436,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1128,3.192498,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1131,3.205608,192.168.1.2,91.108.23.100,HTTP,286,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1135,3.209505,192.168.1.2,91.108.23.100,HTTP,206,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1143,3.261133,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1147,3.271613,192.168.1.2,91.108.23.100,HTTP,158,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1156,3.327962,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1159,3.339376,192.168.1.2,91.108.23.100,HTTP,222,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1174,3.395657,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1177,3.409725,192.168.1.2,91.108.23.100,HTTP,366,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1187,3.46068,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1190,3.470752,192.168.1.2,91.108.23.100,HTTP,174,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1201,3.489433,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1204,3.501722,192.168.1.2,91.108.23.100,HTTP,158,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1211,3.5223,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1215,3.535815,192.168.1.2,91.108.23.100,HTTP,318,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1225,3.586711,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1235,3.5977,192.168.1.2,91.108.23.100,HTTP,222,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1245,3.649475,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1248,3.66068,192.168.1.2,91.108.23.100,HTTP,254,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1263,3.711768,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1267,3.721664,192.168.1.2,91.108.23.100,HTTP,238,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1273,3.772189,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1279,3.782698,192.168.1.2,91.108.23.100,HTTP,206,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1287,3.793847,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1293,3.80502,192.168.1.2,91.108.23.100,HTTP,254,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1296,3.833596,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1300,3.844836,192.168.1.2,91.108.23.100,HTTP,206,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1302,3.856755,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1308,3.867271,192.168.1.2,91.108.23.100,HTTP,334,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1318,3.896667,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1325,3.909875,192.168.1.2,91.108.23.100,HTTP,286,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1327,3.917714,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1331,3.928791,192.168.1.2,91.108.23.100,HTTP,302,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1338,3.964116,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1342,3.975037,192.168.1.2,91.108.23.100,HTTP,366,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1344,3.980726,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1352,3.990444,192.168.1.2,91.108.23.100,HTTP,174,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1365,4.026859,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1368,4.037636,192.168.1.2,91.108.23.100,HTTP,238,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1371,4.050574,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1377,4.062423,192.168.1.2,91.108.23.100,HTTP,382,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1381,4.095828,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1394,4.110634,192.168.1.2,91.108.23.100,HTTP,174,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1397,4.128112,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1402,4.137562,192.168.1.2,91.108.23.100,HTTP,350,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1406,4.16137,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1411,4.173534,192.168.1.2,91.108.23.100,HTTP,254,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1415,4.190381,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1424,4.201716,192.168.1.2,91.108.23.100,HTTP,238,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1431,4.235411,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1437,4.247023,192.168.1.2,91.108.23.100,HTTP,302,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1440,4.256356,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1445,4.269407,192.168.1.2,91.108.23.100,HTTP,382,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1459,4.297268,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1462,4.307696,192.168.1.2,91.108.23.100,HTTP,366,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1465,4.320789,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1470,4.333262,192.168.1.2,91.108.23.100,HTTP,334,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1479,4.4356,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1481,4.4356,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1498,4.464412,192.168.1.2,91.108.23.100,HTTP,254,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1499,4.464446,192.168.1.2,91.108.23.100,HTTP,382,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1515,4.516896,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1516,4.517237,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1520,4.530922,192.168.1.2,91.108.23.100,HTTP,190,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1524,4.533529,192.168.1.2,91.108.23.100,HTTP,350,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1531,4.587978,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1532,4.588269,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1545,4.601815,192.168.1.2,91.108.23.100,HTTP,366,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1551,4.604656,192.168.1.2,91.108.23.100,HTTP,382,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1563,4.656674,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1564,4.65733,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1569,4.682452,192.168.1.2,91.108.23.100,HTTP,254,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1573,4.684907,192.168.1.2,91.108.23.100,HTTP,334,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1584,4.734623,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1585,4.736504,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1589,4.747534,192.168.1.2,91.108.23.100,HTTP,382,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1593,4.754065,192.168.1.2,91.108.23.100,HTTP,174,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1598,4.80018,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1602,4.804896,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1612,4.842644,192.168.1.2,91.108.23.100,HTTP,350,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1616,4.849533,192.168.1.2,91.108.23.100,HTTP,366,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1622,4.896112,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1629,4.901921,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1633,4.907461,192.168.1.2,91.108.23.100,HTTP,222,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1637,4.913297,192.168.1.2,91.108.23.100,HTTP,254,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1641,4.965569,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1642,4.965772,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1651,4.978362,192.168.1.2,91.108.23.100,HTTP,174,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1655,4.981475,192.168.1.2,91.108.23.100,HTTP,382,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1668,5.031334,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1669,5.032459,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1672,5.04271,192.168.1.2,91.108.23.100,HTTP,238,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1677,5.047521,192.168.1.2,91.108.23.100,HTTP,222,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1691,5.096107,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1694,5.105626,192.168.1.2,91.108.23.100,HTTP,190,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1700,5.138882,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1704,5.149332,192.168.1.2,91.108.23.100,HTTP,382,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1707,5.160498,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1710,5.16946,192.168.1.2,91.108.23.100,HTTP,302,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1719,5.19913,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1727,5.210591,192.168.1.2,91.108.23.100,HTTP,142,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1734,5.221018,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1737,5.231544,192.168.1.2,91.108.23.100,HTTP,158,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1745,5.262473,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1748,5.273561,192.168.1.2,91.108.23.100,HTTP,206,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1763,5.282369,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1779,5.291546,192.168.1.2,91.108.23.100,HTTP,206,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1790,5.347674,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1793,5.356657,192.168.1.2,91.108.23.100,HTTP,158,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1809,5.415804,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1813,5.425574,192.168.1.2,91.108.23.100,HTTP,366,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1817,5.478805,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1820,5.488688,192.168.1.2,91.108.23.100,HTTP,270,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1830,5.541071,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1834,5.553556,192.168.1.2,91.108.23.100,HTTP,142,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1841,5.566067,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1844,5.57812,192.168.1.2,91.108.23.100,HTTP,254,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1853,5.630652,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1854,5.631009,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1857,5.645612,192.168.1.2,91.108.23.100,HTTP,318,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1860,5.647516,192.168.1.2,91.108.23.100,HTTP,302,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1867,5.700283,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1868,5.700283,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1886,5.736578,192.168.1.2,91.108.23.100,HTTP,254,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1889,5.738585,192.168.1.2,91.108.23.100,HTTP,254,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1896,5.801229,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1897,5.801229,91.108.23.100,192.168.1.2,HTTP,288,HTTP/1.1 200 OK 
1906,5.815845,192.168.1.2,91.108.23.100,HTTP,334,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
1910,5.818412,192.168.1.2,91.108.23.100,HTTP,158,POST /api HTTP/1.1  (application/x-www-form-urlencoded)
